index,state,item,file,result,type,fp_result,fp_gpt,fp_message,ds_result,llama_result,qwen_result,no_static_result,repair_result,fp_no_static
095,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/Core.sol,partially true,4.1,fn,fn,fn,false,true,partially true,true,pt
096,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/Core.sol,partially true,4.1,fn,fn,fn,true,true,true,true,pt
097,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/Core.sol,partially true,4.1,fn,fp,fp,true,false, true(false),true,pt
098,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/NativeVault.sol,partially true,4.1,fp,fp,fp,true,false,partially true,true,pt
099,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/NativeVault.sol,partially true,4.1,fn,fp,fn,true,true,false,false,false
100,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/Vault.sol,partially true,4.1,fn,fp,fn,true,true,partially true,true,pt
101,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/entities/CoreLib.sol,partially true,4.1,fn,fp,fp,false,true,false,true,pt
102,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/entities/CoreLib.sol,partially true,4.1,fn,fn,fn,true,true,true,true,pt
103,expression reduction,use inline assembly for arithmetic operations[Use assembly to check for address(0)],src/entities/CoreLib.sol,partially true,4.1,fn,fp,fn,false,true,false,false,false
104,expression reduction,Using bools for storage incurs overhead,src/SlashingHandler.sol,true,3.7,fn,fn,fp,true,true,true,false,false
105,expression reduction,Using bools for storage incurs overhead,src/entities/CoreLib.sol,false,3.7,fn,fn,fn,true,true,true,false,false
106,loop variable,Cache array length outside of loop,src/NativeVault.sol,true,2.9,fn,fp,fp,true,true,true,true,true
107,loop variable,Cache array length outside of loop,src/Querier.sol,true,2.9,fn,fp,fn,true,true,true,true,true
108,loop variable,Cache array length outside of loop,src/SlashingHandler.sol,true,2.9,fn,fp,fn,true,true,true,true,true
109,loop variable,Cache array length outside of loop,src/entities/CoreLib.sol,true,2.9,fn,fp,fn,true,true,true,true,true
110,loop variable,Cache array length outside of loop,src/entities/MerkleProofs.sol,true,2.9,fn,fn,fn,true,true,true,true,true
